record_id,date,year_month,day_name,machine_id,machine_model,city,payment_method,total_liters_sold,total_gross_sales_mxn,cash_received_mxn,change_given_mxn,estimated_tickets,avg_ticket_mxn,tank_capacity_per_product_l,reorder_point_l,stockout_flag,stockout_minutes_total,service_status,temperature_cdmx_c,is_weekend,notes,data_quality_issue_flag,intentional_issue_type,suggested_outlier_treatment,liters_des,revenue_des_mxn,closing_inventory_des_l,liters_det_ropa,revenue_det_ropa_mxn,closing_inventory_det_ropa_l,liters_det_blanca,revenue_det_blanca_mxn,closing_inventory_det_blanca_l,liters_multi,revenue_multi_mxn,closing_inventory_multi_l,liters_suav,revenue_suav_mxn,closing_inventory_suav_l,liters_lavat,revenue_lavat_mxn,closing_inventory_lavat_l,liters_det_oscura,revenue_det_oscura_mxn,closing_inventory_det_oscura_l,cash_net_mxn,cash_difference_mxn,expected_revenue_des_mxn,expected_revenue_det_ropa_mxn,expected_revenue_det_blanca_mxn,expected_revenue_multi_mxn,expected_revenue_suav_mxn,expected_revenue_lavat_mxn,expected_revenue_det_oscura_mxn,expected_total_gross_sales_mxn,sales_calculation_difference_mxn,analysis_month,total_liters_sold_iqr_outlier,total_gross_sales_mxn_iqr_outlier,cash_received_mxn_iqr_outlier,change_given_mxn_iqr_outlier,estimated_tickets_iqr_outlier,avg_ticket_mxn_iqr_outlier,stockout_minutes_total_iqr_outlier,temperature_cdmx_c_iqr_outlier,total_iqr_outlier_flags,drop_reason,drop_flag,outlier_treatment_decision,total_gross_sales_mxn_treated,total_liters_sold_treated
R000127,2025-05-07,2025-05,Wednesday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,31,685,695,10,14,48.93,100,20,False,0,Operational,15.2,False,,False,,No issue,3,90,49,5,100,95,4,100,84,8,120,92,3,75,93,5.0,125,39,3,75,97,685,0,90,100,100,120,75,125.0,75,685.0,0.0,2025-05,False,False,False,False,False,False,False,False,0,,False,Normal,685,31
R000128,2025-05-08,2025-05,Thursday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,39,870,890,20,19,45.79,100,20,False,0,Operational,21.9,False,,False,,No issue,4,120,45,7,140,88,5,125,79,9,135,83,4,100,89,7.0,175,32,3,75,94,870,0,120,140,125,135,100,175.0,75,870.0,0.0,2025-05,False,False,False,False,False,False,False,False,0,,False,Normal,870,39
R000129,2025-05-09,2025-05,Friday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,32,715,715,0,13,55.0,100,20,False,0,Operational,15.3,False,,False,,No issue,4,120,41,5,100,83,3,75,76,8,120,75,5,125,84,4.0,100,28,3,75,91,715,0,120,100,75,120,125,100.0,75,715.0,0.0,2025-05,False,False,False,False,False,False,False,False,0,,False,Normal,715,32
R000130,2025-05-10,2025-05,Saturday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,65,1450,1500,50,44,32.95,100,20,False,0,Operational,25.1,True,,False,,No issue,5,150,36,14,280,69,6,150,70,13,195,62,9,225,75,11.0,275,17,7,175,84,1450,0,150,280,150,195,225,275.0,175,1450.0,0.0,2025-05,True,True,True,False,True,False,False,False,4,,False,Keep,1450,65
R000131,2025-05-11,2025-05,Sunday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,47,1040,1045,5,24,43.33,100,20,False,0,Operational,17.2,True,,False,,No issue,4,120,32,9,180,60,4,100,66,11,165,51,7,175,68,8.0,200,92,4,100,80,1040,0,120,180,100,165,175,200.0,100,1040.0,0.0,2025-05,False,False,False,False,False,False,False,False,0,,False,Normal,1040,47
R000132,2025-05-12,2025-05,Monday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,30,655,660,5,17,38.53,100,20,False,0,Operational,26.8,False,,False,,No issue,3,90,29,6,120,54,2,50,64,8,120,43,4,100,64,5.0,125,87,2,50,78,655,0,90,120,50,120,100,125.0,50,655.0,0.0,2025-05,False,False,False,False,False,False,False,False,0,,False,Normal,655,30
R000133,2025-05-13,2025-05,Tuesday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,37,825,825,0,15,55.0,100,20,False,0,Operational,24.7,False,,False,,No issue,4,120,25,8,160,46,4,100,60,8,120,35,5,125,59,5.0,125,82,3,75,75,825,0,120,160,100,120,125,125.0,75,825.0,0.0,2025-05,False,False,False,False,False,False,False,False,0,,False,Normal,825,37
R000134,2025-05-14,2025-05,Wednesday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,35,780,790,10,18,43.33,100,20,False,0,Operational,19.0,False,,False,,No issue,3,90,22,6,120,40,4,100,56,8,120,27,4,100,55,6.0,150,76,4,100,71,780,0,90,120,100,120,100,150.0,100,780.0,0.0,2025-05,False,False,False,False,False,False,False,False,0,,False,Normal,780,35
R000135,2025-05-15,2025-05,Thursday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,34,755,765,10,24,31.46,100,20,False,0,Operational,21.0,False,,False,,No issue,4,120,18,9,180,31,3,75,53,7,105,93,3,75,52,5.0,125,71,3,75,68,755,0,120,180,75,105,75,125.0,75,755.0,0.0,2025-05,False,False,False,False,False,False,False,False,0,,False,Normal,755,34
R000136,2025-05-16,2025-05,Friday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,44,985,985,0,25,39.4,100,20,False,0,Operational,28.2,False,,False,,No issue,4,120,96,11,220,20,6,150,47,8,120,85,4,100,48,6.0,150,65,5,125,63,985,0,120,220,150,120,100,150.0,125,985.0,0.0,2025-05,False,False,False,False,False,False,False,False,0,,False,Normal,985,44
R000137,2025-05-17,2025-05,Saturday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,49,1065,1065,0,30,35.5,100,20,False,0,Operational,15.9,True,,False,,No issue,5,150,91,11,220,89,4,100,43,13,195,72,5,125,43,6.0,150,59,5,125,58,1065,0,150,220,100,195,125,150.0,125,1065.0,0.0,2025-05,False,False,False,False,False,False,False,False,0,,False,Normal,1065,49
R000138,2025-05-18,2025-05,Sunday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,50,1100,1150,50,22,50.0,100,20,False,0,Operational,14.2,True,,False,,No issue,4,120,87,8,160,81,7,175,36,13,195,59,7,175,36,7.0,175,52,4,100,54,1100,0,120,160,175,195,175,175.0,100,1100.0,0.0,2025-05,False,False,False,False,False,False,False,False,0,,False,Normal,1100,50
R000139,2025-05-19,2025-05,Monday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,34,755,755,0,16,47.19,100,20,False,0,Operational,16.2,False,,False,,No issue,4,120,83,7,140,74,3,75,33,8,120,51,5,125,31,4.0,100,48,3,75,51,755,0,120,140,75,120,125,100.0,75,755.0,0.0,2025-05,False,False,False,False,False,False,False,False,0,,False,Normal,755,34
R000140,2025-05-20,2025-05,Tuesday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,33,730,730,0,13,56.15,100,20,False,0,Operational,19.1,False,,False,,No issue,4,120,79,7,140,67,3,75,30,8,120,43,3,75,28,5.0,125,43,3,75,48,730,0,120,140,75,120,75,125.0,75,730.0,0.0,2025-05,False,False,False,False,False,False,False,False,0,,False,Normal,730,33
R000141,2025-05-21,2025-05,Wednesday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,27,595,645,50,22,27.05,100,20,False,0,Operational,21.0,False,,False,,No issue,2,60,77,6,120,61,2,50,28,6,90,37,4,100,96,5.0,125,38,2,50,46,595,0,60,120,50,90,100,125.0,50,595.0,0.0,2025-05,False,False,False,False,False,False,False,False,0,,False,Normal,595,27
R000142,2025-05-22,2025-05,Thursday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,42,925,925,0,25,37.0,100,20,False,0,Operational,14.8,False,,False,,No issue,4,120,73,11,220,50,4,100,24,9,135,28,5,125,91,5.0,125,33,4,100,42,925,0,120,220,100,135,125,125.0,100,925.0,0.0,2025-05,False,False,False,False,False,False,False,False,0,,False,Normal,925,42
R000143,2025-05-23,2025-05,Friday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,37,810,860,50,15,54.0,100,20,False,0,Operational,14.4,False,,False,,No issue,3,90,70,8,160,42,5,125,19,9,135,19,5,125,86,4.0,100,29,3,75,39,810,0,90,160,125,135,125,100.0,75,810.0,0.0,2025-05,False,False,False,False,False,False,False,False,0,,False,Normal,810,37
R000144,2025-05-24,2025-05,Saturday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,47,1040,1090,50,29,35.86,100,20,False,0,Operational,24.4,True,,False,,No issue,4,120,66,9,180,33,6,150,94,11,165,89,6,150,80,6.0,150,23,5,125,34,1040,0,120,180,150,165,150,150.0,125,1040.0,0.0,2025-05,False,False,False,False,False,False,False,False,0,,False,Normal,1040,47
R000145,2025-05-25,2025-05,Sunday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,44,985,985,0,28,35.18,100,20,False,0,Operational,11.7,True,,False,,No issue,5,150,61,8,160,25,5,125,89,10,150,79,6,150,74,6.0,150,17,4,100,30,985,0,150,160,125,150,150,150.0,100,985.0,0.0,2025-05,False,False,False,False,False,False,False,False,0,,False,Normal,985,44
R000146,2025-05-26,2025-05,Monday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,43,940,945,5,18,52.22,100,20,False,0,Operational,16.7,False,,False,,No issue,5,150,56,8,160,92,4,100,85,12,180,67,4,100,70,6.0,150,94,4,100,26,940,0,150,160,100,180,100,150.0,100,940.0,0.0,2025-05,False,False,False,False,False,False,False,False,0,,False,Normal,940,43
R000147,2025-05-27,2025-05,Tuesday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,31,670,675,5,20,33.5,100,20,False,0,Operational,14.3,False,,False,,No issue,3,90,53,6,120,86,3,75,82,9,135,58,3,75,67,4.0,100,90,3,75,23,670,0,90,120,75,135,75,100.0,75,670.0,0.0,2025-05,False,False,False,False,False,False,False,False,0,,False,Normal,670,31
R000148,2025-05-28,2025-05,Wednesday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,31,700,750,50,17,41.18,100,20,False,0,Operational,21.8,False,,False,,No issue,3,90,50,6,120,80,4,100,78,6,90,52,4,100,63,5.0,125,85,3,75,97,700,0,90,120,100,90,100,125.0,75,700.0,0.0,2025-05,False,False,False,False,False,False,False,False,0,,False,Normal,700,31
R000149,2025-05-29,2025-05,Thursday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,34,765,785,20,21,36.43,100,20,False,0,Operational,17.7,False,,False,,No issue,4,120,46,5,100,75,4,100,74,8,120,44,5,125,58,5.0,125,80,3,75,94,765,0,120,100,100,120,125,125.0,75,765.0,0.0,2025-05,False,False,False,False,False,False,False,False,0,,False,Normal,765,34
R000150,2025-05-30,2025-05,Friday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,44,990,990,0,35,28.29,100,20,False,0,Operational,20.9,False,,False,,No issue,4,120,42,8,160,67,6,150,68,9,135,35,5,125,53,7.0,175,73,5,125,89,990,0,120,160,150,135,125,175.0,125,990.0,0.0,2025-05,False,False,False,False,False,False,False,False,0,,False,Normal,990,44
R000151,2025-05-31,2025-05,Saturday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,40,870,890,20,16,54.38,100,20,False,0,Operational,23.5,True,,False,,No issue,3,90,39,9,180,58,4,100,64,10,150,25,4,100,49,6.0,150,67,4,100,85,870,0,90,180,100,150,100,150.0,100,870.0,0.0,2025-05,False,False,False,False,False,False,False,False,0,,False,Normal,870,40
R000152,2025-06-01,2025-06,Sunday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,44,970,970,0,21,46.19,100,20,False,0,Operational,18.3,True,,False,,No issue,4,120,35,8,160,50,4,100,60,11,165,14,6,150,43,8.0,200,59,3,75,82,970,0,120,160,100,165,150,200.0,75,970.0,0.0,2025-06,False,False,False,False,False,False,False,False,0,,False,Normal,970,44
R000153,2025-06-02,2025-06,Monday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,41,905,925,20,26,34.81,100,20,False,0,Operational,28.0,False,,False,,No issue,4,120,31,6,120,44,4,100,56,11,165,89,5,125,38,8.0,200,51,3,75,79,905,0,120,120,100,165,125,200.0,75,905.0,0.0,2025-06,False,False,False,False,False,False,False,False,0,,False,Normal,905,41
R000154,2025-06-03,2025-06,Tuesday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,38,855,855,0,18,47.5,100,20,False,0,Operational,24.4,False,,False,,No issue,4,120,27,7,140,37,5,125,51,8,120,81,5,125,33,6.0,150,45,3,75,76,855,0,120,140,125,120,125,150.0,75,855.0,0.0,2025-06,False,False,False,False,False,False,False,False,0,,False,Normal,855,38
R000155,2025-06-04,2025-06,Wednesday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,39,865,875,10,19,45.53,100,20,False,0,Operational,20.4,False,,False,,No issue,4,120,23,6,120,31,5,125,46,10,150,71,5,125,28,6.0,150,39,3,75,73,865,0,120,120,125,150,125,150.0,75,865.0,0.0,2025-06,False,False,False,False,False,False,False,False,0,,False,Normal,865,39
R000156,2025-06-05,2025-06,Thursday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,38,860,870,10,29,29.66,100,20,False,0,Operational,23.9,False,,False,,No issue,4,120,19,8,160,23,4,100,42,7,105,64,6,150,94,5.0,125,34,4,100,69,860,0,120,160,100,105,150,125.0,100,860.0,0.0,2025-06,False,False,False,False,False,False,False,False,0,,False,Normal,860,38
R000157,2025-06-06,2025-06,Friday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,46,995,1005,10,29,34.31,100,20,False,0,Operational,24.9,False,,False,,No issue,4,120,96,9,180,91,4,100,38,13,195,51,6,150,88,6.0,150,28,4,100,65,995,0,120,180,100,195,150,150.0,100,995.0,0.0,2025-06,False,False,False,False,False,False,False,False,0,,False,Normal,995,46
R000158,2025-06-07,2025-06,Saturday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,43,970,970,0,19,51.05,100,20,False,0,Operational,17.7,True,,False,,No issue,5,150,91,8,160,83,5,125,33,9,135,42,5,125,83,8.0,200,20,3,75,62,970,0,150,160,125,135,125,200.0,75,970.0,0.0,2025-06,False,False,False,False,False,False,False,False,0,,False,Normal,970,43
R000159,2025-06-08,2025-06,Sunday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,44,980,985,5,26,37.69,100,20,False,0,Operational,15.6,True,,False,,No issue,4,120,87,8,160,75,5,125,28,10,150,32,5,125,78,8.0,200,92,4,100,58,980,0,120,160,125,150,125,200.0,100,980.0,0.0,2025-06,False,False,False,False,False,False,False,False,0,,False,Normal,980,44
R000160,2025-06-09,2025-06,Monday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,33,725,745,20,21,34.52,100,20,False,0,Operational,29.7,False,,False,,No issue,3,90,84,5,100,70,4,100,24,9,135,23,5,125,73,4.0,100,88,3,75,55,725,0,90,100,100,135,125,100.0,75,725.0,0.0,2025-06,False,False,False,False,False,False,False,False,0,,False,Normal,725,33
R000161,2025-06-10,2025-06,Tuesday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,38,850,870,20,21,40.48,100,20,False,0,Operational,19.9,False,,False,,No issue,4,120,80,8,160,62,3,75,97,8,120,15,4,100,69,7.0,175,81,4,100,51,850,0,120,160,75,120,100,175.0,100,850.0,0.0,2025-06,False,False,False,False,False,False,False,False,0,,False,Normal,850,38
R000162,2025-06-11,2025-06,Wednesday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,28,620,620,0,13,47.69,100,20,False,0,Operational,17.8,False,,False,,No issue,2,60,78,6,120,56,3,75,94,6,90,94,4,100,65,4.0,100,77,3,75,48,620,0,60,120,75,90,100,100.0,75,620.0,0.0,2025-06,False,False,False,False,False,False,False,False,0,,False,Normal,620,28
R000163,2025-06-12,2025-06,Thursday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,28,620,670,50,12,51.67,100,20,False,0,Operational,16.5,False,,False,,No issue,3,90,75,7,140,49,3,75,91,6,90,88,3,75,62,4.0,100,73,2,50,46,620,0,90,140,75,90,75,100.0,50,620.0,0.0,2025-06,False,False,False,False,False,False,False,False,0,,False,Normal,620,28
R000164,2025-06-13,2025-06,Friday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,29,630,635,5,15,42.0,100,20,False,0,Operational,21.3,False,,False,,No issue,3,90,72,6,120,43,3,75,88,8,120,80,4,100,58,3.0,75,70,2,50,44,630,0,90,120,75,120,100,75.0,50,630.0,0.0,2025-06,False,False,False,False,False,False,False,False,0,,False,Normal,630,29
R000165,2025-06-14,2025-06,Saturday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,39,860,860,0,18,47.78,100,20,False,0,Operational,24.8,True,,False,,No issue,3,90,69,8,160,35,4,100,84,9,135,71,6,150,52,6.0,150,64,3,75,41,860,0,90,160,100,135,150,150.0,75,860.0,0.0,2025-06,False,False,False,False,False,False,False,False,0,,False,Normal,860,39
R000166,2025-06-15,2025-06,Sunday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,45,1005,1015,10,23,43.7,100,20,False,0,Operational,29.3,True,,False,,No issue,4,120,65,8,160,27,6,150,78,10,150,61,6,150,46,7.0,175,57,4,100,37,1005,0,120,160,150,150,150,175.0,100,1005.0,0.0,2025-06,False,False,False,False,False,False,False,False,0,,False,Normal,1005,45
R000167,2025-06-16,2025-06,Monday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,33,725,745,20,26,27.88,100,20,False,0,Operational,27.8,False,,False,,No issue,3,90,62,5,100,22,4,100,74,9,135,52,5,125,41,5.0,125,52,2,50,35,725,0,90,100,100,135,125,125.0,50,725.0,0.0,2025-06,False,False,False,False,False,False,False,False,0,,False,Normal,725,33
R000168,2025-06-17,2025-06,Tuesday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,41,905,905,0,29,31.21,100,20,False,0,Operational,24.5,False,,False,,No issue,4,120,58,10,200,90,4,100,70,9,135,43,5,125,36,5.0,125,47,4,100,31,905,0,120,200,100,135,125,125.0,100,905.0,0.0,2025-06,False,False,False,False,False,False,False,False,0,,False,Normal,905,41
R000169,2025-06-18,2025-06,Wednesday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,38,835,885,50,16,52.19,100,20,False,0,Operational,17.2,False,,False,,No issue,3,90,55,6,120,84,5,125,65,10,150,33,5,125,31,5.0,125,42,4,100,27,835,0,90,120,125,150,125,125.0,100,835.0,0.0,2025-06,False,False,False,False,False,False,False,False,0,,False,Normal,835,38
R000170,2025-06-19,2025-06,Thursday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,36,785,785,0,25,31.4,100,20,False,0,Operational,28.8,False,,False,,No issue,3,90,52,8,160,76,4,100,61,9,135,24,4,100,27,4.0,100,38,4,100,96,785,0,90,160,100,135,100,100.0,100,785.0,0.0,2025-06,False,False,False,False,False,False,False,False,0,,False,Normal,785,36
R000171,2025-06-20,2025-06,Friday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,28,620,640,20,19,32.63,100,20,False,0,Operational,13.3,False,,False,,No issue,3,90,49,7,140,69,2,50,59,6,90,18,4,100,96,4.0,100,34,2,50,94,620,0,90,140,50,90,100,100.0,50,620.0,0.0,2025-06,False,False,False,False,False,False,False,False,0,,False,Normal,620,28
R000172,2025-06-21,2025-06,Saturday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,47,1045,1045,0,31,33.71,100,20,False,0,Operational,19.8,True,,False,,No issue,5,150,44,11,220,58,4,100,55,10,150,90,6,150,90,7.0,175,27,4,100,90,1045,0,150,220,100,150,150,175.0,100,1045.0,0.0,2025-06,False,False,False,False,False,False,False,False,0,,False,Normal,1045,47
R000173,2025-06-22,2025-06,Sunday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,36,790,790,0,18,43.89,100,20,False,0,Operational,13.8,True,,False,,No issue,3,90,41,7,140,51,3,75,52,9,135,81,6,150,84,5.0,125,22,3,75,87,790,0,90,140,75,135,150,125.0,75,790.0,0.0,2025-06,False,False,False,False,False,False,False,False,0,,False,Normal,790,36
R000174,2025-06-23,2025-06,Monday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,35,785,785,0,27,29.07,100,20,False,0,Operational,25.4,False,,False,,No issue,4,120,37,8,160,43,4,100,48,7,105,74,4,100,80,5.0,125,17,3,75,84,785,0,120,160,100,105,100,125.0,75,785.0,0.0,2025-06,False,False,False,False,False,False,False,False,0,,False,Normal,785,35
R000175,2025-06-24,2025-06,Tuesday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,39,875,875,0,17,51.47,100,20,False,0,Operational,21.9,False,,False,,No issue,4,120,33,8,160,35,5,125,43,8,120,66,5,125,75,6.0,150,94,3,75,81,875,0,120,160,125,120,125,150.0,75,875.0,0.0,2025-06,False,False,False,False,False,False,False,False,0,,False,Normal,875,39
R000176,2025-06-25,2025-06,Wednesday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,33,720,725,5,20,36.0,100,20,False,0,Operational,28.2,False,,False,,No issue,3,90,30,6,120,29,3,75,40,9,135,57,4,100,71,5.0,125,89,3,75,78,720,0,90,120,75,135,100,125.0,75,720.0,0.0,2025-06,False,False,False,False,False,False,False,False,0,,False,Normal,720,33
R000177,2025-06-26,2025-06,Thursday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,27,600,620,20,19,31.58,100,20,False,0,Operational,24.8,False,,False,,No issue,2,60,28,5,100,24,3,75,37,6,90,51,4,100,67,5.0,125,84,2,50,76,600,0,60,100,75,90,100,125.0,50,600.0,0.0,2025-06,False,False,False,False,False,False,False,False,0,,False,Normal,600,27
R000178,2025-06-27,2025-06,Friday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,46,1000,1010,10,20,50.0,100,20,False,0,Operational,28.4,False,,False,,No issue,4,120,24,8,160,16,6,150,31,13,195,38,5,125,62,6.0,150,78,4,100,72,1000,0,120,160,150,195,125,150.0,100,1000.0,0.0,2025-06,False,False,False,False,False,False,False,False,0,,False,Normal,1000,46
R000179,2025-06-28,2025-06,Saturday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,40,905,905,0,27,33.52,100,20,False,0,Operational,21.1,True,,False,,No issue,5,150,19,8,160,92,4,100,27,8,120,30,5,125,57,6.0,150,72,4,100,68,905,0,150,160,100,120,125,150.0,100,905.0,0.0,2025-06,False,False,False,False,False,False,False,False,0,,False,Normal,905,40
R000180,2025-06-29,2025-06,Sunday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,46,1030,1080,50,37,27.84,100,20,False,0,Operational,17.1,True,,False,,No issue,5,150,95,7,140,85,5,125,22,11,165,19,6,150,51,9.0,225,63,3,75,65,1030,0,150,140,125,165,150,225.0,75,1030.0,0.0,2025-06,False,False,False,False,False,False,False,False,0,,False,Normal,1030,46
R000181,2025-06-30,2025-06,Monday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,37,810,815,5,20,40.5,100,20,False,0,Operational,29.6,False,,False,,No issue,3,90,92,6,120,79,5,125,17,10,150,90,5,125,46,5.0,125,58,3,75,62,810,0,90,120,125,150,125,125.0,75,810.0,0.0,2025-06,False,False,False,False,False,False,False,False,0,,False,Normal,810,37
R000182,2025-07-01,2025-07,Tuesday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,30,660,680,20,18,36.67,100,20,False,0,Operational,21.7,False,,False,,No issue,3,90,89,5,100,74,3,75,97,8,120,82,4,100,42,4.0,100,54,3,75,59,660,0,90,100,75,120,100,100.0,75,660.0,0.0,2025-07,False,False,False,False,False,False,False,False,0,,False,Normal,660,30
R000183,2025-07-02,2025-07,Wednesday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,39,870,870,0,21,41.43,100,20,False,0,Operational,21.9,False,,False,,No issue,4,120,85,7,140,67,5,125,92,9,135,73,5,125,37,5.0,125,49,4,100,55,870,0,120,140,125,135,125,125.0,100,870.0,0.0,2025-07,False,False,False,False,False,False,False,False,0,,False,Normal,870,39
R000184,2025-07-03,2025-07,Thursday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,31,695,705,10,14,49.64,100,20,False,0,Operational,14.6,False,,False,,No issue,3,90,82,5,100,62,4,100,88,7,105,66,4,100,33,5.0,125,44,3,75,52,695,0,90,100,100,105,100,125.0,75,695.0,0.0,2025-07,False,False,False,False,False,False,False,False,0,,False,Normal,695,31
R000185,2025-07-04,2025-07,Friday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,38,860,880,20,27,31.85,100,20,False,0,Operational,28.3,False,,False,,No issue,4,120,78,8,160,54,4,100,84,7,105,59,6,150,27,5.0,125,39,4,100,48,860,0,120,160,100,105,150,125.0,100,860.0,0.0,2025-07,False,False,False,False,False,False,False,False,0,,False,Normal,860,38
R000186,2025-07-05,2025-07,Saturday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,43,955,955,0,30,31.83,100,20,False,0,Operational,26.3,True,,False,,No issue,3,90,75,9,180,45,4,100,80,9,135,50,6,150,21,8.0,200,31,4,100,44,955,0,90,180,100,135,150,200.0,100,955.0,0.0,2025-07,False,False,False,False,False,False,False,False,0,,False,Normal,955,43
R000187,2025-07-06,2025-07,Sunday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,41,915,915,0,17,53.82,100,20,False,0,Operational,20.9,True,,False,,No issue,4,120,71,8,160,37,5,125,75,9,135,41,5,125,95,6.0,150,25,4,100,40,915,0,120,160,125,135,125,150.0,100,915.0,0.0,2025-07,False,False,False,False,False,False,False,False,0,,False,Normal,915,41
R000188,2025-07-07,2025-07,Monday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,36,790,790,0,30,26.33,100,20,False,0,Operational,24.3,False,,False,,No issue,4,120,67,8,160,29,4,100,71,9,135,32,4,100,91,4.0,100,21,3,75,37,790,0,120,160,100,135,100,100.0,75,790.0,0.0,2025-07,False,False,False,False,False,False,False,False,0,,False,Normal,790,36
R000189,2025-07-08,2025-07,Tuesday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,41,920,930,10,20,46.0,100,20,False,0,Operational,20.4,False,,False,,No issue,5,150,62,8,160,21,4,100,67,9,135,23,6,150,85,6.0,150,94,3,75,34,920,0,150,160,100,135,150,150.0,75,920.0,0.0,2025-07,False,False,False,False,False,False,False,False,0,,False,Normal,920,41
R000190,2025-07-09,2025-07,Wednesday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,39,890,890,0,18,49.44,100,20,False,0,Operational,19.1,False,,False,,No issue,4,120,58,7,140,93,4,100,63,7,105,16,6,150,79,7.0,175,87,4,100,30,890,0,120,140,100,105,150,175.0,100,890.0,0.0,2025-07,False,False,False,False,False,False,False,False,0,,False,Normal,890,39
